dependent_id,employee_id,first_name,last_name,relationship,date_of_birth,gender,dependent_status
DP000496201,EE0004962,David,Moore,Domestic Partner,1994-06-06,M,Active
DP000496401,EE0004964,Luis,Hernandez,Domestic Partner,1984-09-04,M,Active
DP000496402,EE0004964,Olivia,Hernandez,Child,2011-04-03,F,Active
DP000496403,EE0004964,Noah,Hernandez,Child,2022-01-06,F,Active
DP000496701,EE0004967,Samuel,Hernandez,Child,2008-10-08,F,Active
DP000496702,EE0004967,Grace,Hernandez,Child,2014-08-14,F,Active
DP000497001,EE0004970,Ethan,Okafor,Domestic Partner,2004-10-24,F,Active
DP000497401,EE0004974,Sophia,Taylor,Domestic Partner,1961-03-12,M,Active
DP000497501,EE0004975,Omar,Miller,Child,2011-11-06,M,Active
DP000497701,EE0004977,Chiamaka,Garcia,Spouse,1961-05-15,F,Active
DP000497702,EE0004977,Zoe,Garcia,Child,2025-08-12,M,Active
DP000497703,EE0004977,Victor,Garcia,Child,2022-02-26,M,Active
DP000497801,EE0004978,Chiamaka,Garcia,Spouse,1989-06-22,F,Active
DP000497802,EE0004978,Daniel,Garcia,Child,2017-03-20,F,Active
DP000497901,EE0004979,Leah,Kim,Domestic Partner,1998-02-16,M,Active
DP000498101,EE0004981,Grace,Thomas,Domestic Partner,1983-05-20,F,Active
DP000498102,EE0004981,Zoe,Thomas,Child,2020-03-17,M,Active
DP000498401,EE0004984,Priya,Walker,Child,2022-07-27,M,Active
DP000498501,EE0004985,Chiamaka,Patel,Domestic Partner,1971-04-25,M,Active
DP000498601,EE0004986,Ethan,Brown,Domestic Partner,2004-01-18,M,Active
DP000498602,EE0004986,Nia,Brown,Child,2023-09-20,F,Active
DP000498701,EE0004987,Sophia,Lewis,Child,2021-11-02,F,Active
DP000498901,EE0004989,Ethan,Walker,Domestic Partner,1992-06-02,F,Active
DP000499001,EE0004990,Olivia,Robinson,Domestic Partner,1990-06-08,M,Active
DP000499002,EE0004990,Aaliyah,Robinson,Child,2018-06-19,M,Active
DP000499101,EE0004991,Carlos,Hernandez,Child,2013-03-24,F,Active
DP000499102,EE0004991,David,Hernandez,Child,2006-11-30,F,Active
DP000499103,EE0004991,Daniel,Hernandez,Child,2001-03-17,F,Active
DP000499201,EE0004992,Leah,Lewis,Child,2016-09-22,M,Active
DP000499202,EE0004992,Isaiah,Lewis,Child,2021-03-25,F,Active
DP000499203,EE0004992,Leah,Lewis,Child,2023-12-22,M,Active
DP000499301,EE0004993,Jasmine,Taylor,Child,2011-04-15,F,Active
DP000499701,EE0004997,Angela,Garcia,Spouse,1994-10-17,M,Active
DP000499702,EE0004997,Omar,Garcia,Child,2024-06-29,F,Active
DP000499801,EE0004998,Angela,Williams,Domestic Partner,1995-12-08,M,Active
DP000500101,EE0005001,Maya,Williams,Spouse,1979-11-09,F,Active
DP000500102,EE0005001,Grace,Williams,Child,2002-01-15,F,Active
DP000500401,EE0005004,Andre,Lewis,Spouse,1964-03-10,M,Active
DP000500501,EE0005005,Daniel,Walker,Spouse,1962-09-17,F,Active
DP000500502,EE0005005,Carlos,Walker,Child,2020-07-03,M,Active
DP000500801,EE0005008,Malik,Campbell,Spouse,1969-07-28,M,Active
DP000501001,EE0005010,Malik,Okafor,Child,2021-12-24,M,Active
DP000501002,EE0005010,Isaiah,Okafor,Child,2018-03-12,F,Active
DP000501101,EE0005011,Fatima,Wilson,Domestic Partner,1978-01-24,M,Active
DP000501301,EE0005013,Olivia,Johnson,Child,2005-02-08,F,Active
DP000501302,EE0005013,Nia,Johnson,Child,2024-08-16,M,Active
DP000501303,EE0005013,Victor,Johnson,Child,2004-07-07,F,Active
DP000501401,EE0005014,Zoe,Brown,Domestic Partner,1962-06-08,F,Active
DP000501601,EE0005016,Angela,Kim,Spouse,1965-10-24,F,Active
DP000501701,EE0005017,Olivia,Brown,Child,2020-06-15,M,Active
DP000501801,EE0005018,Andre,Brown,Child,2009-12-09,F,Active
DP000501802,EE0005018,Noah,Brown,Child,2010-03-08,M,Active
DP000502301,EE0005023,Andre,Campbell,Domestic Partner,1995-10-23,M,Active
DP000502302,EE0005023,Fatima,Campbell,Child,2024-06-10,F,Active
DP000502501,EE0005025,Leah,Patel,Child,2007-01-26,M,Active
DP000502502,EE0005025,Nia,Patel,Child,2017-11-27,F,Active
DP000502503,EE0005025,Samuel,Patel,Child,2014-08-09,M,Active
DP000503301,EE0005033,Angela,Johnson,Child,2016-11-19,F,Active
DP000503601,EE0005036,Maya,Williams,Domestic Partner,1980-07-08,M,Active
DP000503701,EE0005037,Priya,Smith,Child,2016-11-23,F,Active
DP000503801,EE0005038,Daniel,Taylor,Spouse,1981-09-03,M,Active
DP000503802,EE0005038,Malik,Taylor,Child,2013-07-31,M,Active
DP000503901,EE0005039,Daniel,Ibrahim,Domestic Partner,1976-08-27,M,Active
DP000503902,EE0005039,Zoe,Ibrahim,Child,2023-07-09,M,Active
DP000504001,EE0005040,Naomi,Wilson,Child,2016-01-15,F,Active
DP000504101,EE0005041,Zoe,Ibrahim,Child,2019-05-07,M,Active
DP000504102,EE0005041,Maya,Ibrahim,Child,2020-05-11,F,Active
DP000504301,EE0005043,Maya,Bennett,Spouse,1969-04-01,F,Active
DP000504501,EE0005045,Michael,Patel,Child,2018-10-02,F,Active
DP000504502,EE0005045,Aaliyah,Patel,Child,2025-02-24,F,Active
DP000505101,EE0005051,Michael,Walker,Child,2025-02-01,M,Active
DP000505501,EE0005055,Ethan,Robinson,Child,2004-09-15,M,Active
DP000505502,EE0005055,Isaiah,Robinson,Child,2023-02-13,M,Active
DP000505701,EE0005057,Michael,Thomas,Child,2011-07-30,F,Active
DP000505702,EE0005057,Samuel,Thomas,Child,2006-12-05,M,Active
DP000506101,EE0005061,Victor,Davis,Child,2021-12-13,F,Active
DP000506301,EE0005063,Andre,Lewis,Child,2008-06-07,F,Active
DP000506302,EE0005063,Zoe,Lewis,Child,2022-05-14,M,Active
DP000506401,EE0005064,Carlos,Adeyemi,Domestic Partner,1971-08-29,F,Active
DP000506501,EE0005065,Nia,Martinez,Child,2017-07-18,M,Active
DP000506601,EE0005066,Luis,Hernandez,Spouse,1966-07-28,F,Active
DP000506801,EE0005068,Chiamaka,Nguyen,Child,2023-12-07,F,Active
DP000506802,EE0005068,Maya,Nguyen,Child,2021-12-29,M,Active
DP000506901,EE0005069,Jordan,Moore,Child,2017-07-05,M,Active
DP000507001,EE0005070,Carlos,Adeyemi,Domestic Partner,1968-07-06,M,Active
DP000507101,EE0005071,Jordan,Walker,Child,2023-07-01,M,Active
DP000507102,EE0005071,Jasmine,Walker,Child,2018-09-28,F,Active
DP000507301,EE0005073,Nia,Taylor,Spouse,2000-07-12,M,Active
DP000507302,EE0005073,Jordan,Taylor,Child,2018-12-11,F,Active
DP000507701,EE0005077,Elena,Bennett,Domestic Partner,1975-09-22,M,Active
DP000507702,EE0005077,Jordan,Bennett,Child,2016-02-10,F,Active
DP000507801,EE0005078,Maya,Moore,Spouse,1970-07-17,F,Active
DP000508001,EE0005080,Zoe,Walker,Child,2023-06-19,M,Active
DP000508101,EE0005081,Noah,Okafor,Spouse,2003-02-20,M,Active
DP000508301,EE0005083,Amara,Johnson,Child,2020-10-08,F,Active
DP000508302,EE0005083,Omar,Johnson,Child,2012-12-29,M,Active
DP000508601,EE0005086,Daniel,Adeyemi,Domestic Partner,2004-07-21,M,Active
DP000508801,EE0005088,Naomi,Hernandez,Domestic Partner,1962-05-27,F,Active
DP000508802,EE0005088,Kevin,Hernandez,Child,2023-04-22,F,Active
DP000508901,EE0005089,Kevin,Adams,Domestic Partner,1979-04-23,M,Active
DP000509201,EE0005092,Jordan,Garcia,Spouse,1974-04-20,M,Active
DP000509301,EE0005093,Noah,Nguyen,Spouse,1962-05-29,M,Active
DP000510201,EE0005102,Sophia,Mensah,Domestic Partner,1978-10-17,F,Active
DP000510202,EE0005102,Malik,Mensah,Child,2025-12-29,M,Active
DP000510301,EE0005103,Luis,Robinson,Child,2015-12-03,F,Active
DP000510901,EE0005109,Jordan,Hernandez,Child,2008-07-31,F,Active
DP000510902,EE0005109,Aaliyah,Hernandez,Child,2004-04-05,M,Active
DP000510903,EE0005109,Ethan,Hernandez,Child,2008-09-19,M,Active
DP000511101,EE0005111,Elena,Walker,Domestic Partner,1994-12-29,M,Active
DP000511102,EE0005111,Kevin,Walker,Child,2020-01-30,F,Active
DP000511201,EE0005112,Isaiah,Brown,Domestic Partner,1986-09-27,M,Active
DP000511202,EE0005112,Aaliyah,Brown,Child,2012-04-10,M,Active
DP000511401,EE0005114,Zoe,Lewis,Child,2011-08-08,F,Active
DP000511501,EE0005115,Carlos,Ibrahim,Child,2009-07-24,M,Active
DP000511701,EE0005117,Andre,Brown,Child,2002-01-21,M,Active
DP000512401,EE0005124,Nia,Smith,Child,2024-02-13,M,Active
DP000512402,EE0005124,Daniel,Smith,Child,2022-11-27,F,Active
DP000512701,EE0005127,Amara,Nguyen,Child,2024-03-30,F,Active
DP000512702,EE0005127,Olivia,Nguyen,Child,2020-07-05,M,Active
DP000512901,EE0005129,Michael,Mensah,Child,2013-03-14,M,Active
DP000512902,EE0005129,Leah,Mensah,Child,2023-10-25,F,Active
DP000513501,EE0005135,Elena,Taylor,Spouse,2002-04-21,M,Active
DP000513601,EE0005136,Grace,Adams,Child,2016-02-23,M,Active
DP000513602,EE0005136,Leah,Adams,Child,2019-04-14,F,Active
DP000513701,EE0005137,Nia,Lewis,Spouse,1975-11-15,M,Active
DP000513702,EE0005137,Priya,Lewis,Child,2017-07-14,M,Active
DP000513801,EE0005138,Leah,Patel,Child,2013-02-27,F,Active
DP000514001,EE0005140,Kevin,Adeyemi,Domestic Partner,1978-02-02,M,Active
DP000514002,EE0005140,Samuel,Adeyemi,Child,2016-09-19,F,Active
DP000514101,EE0005141,Naomi,Thomas,Domestic Partner,2005-05-07,M,Active
DP000514601,EE0005146,Maya,Bennett,Child,2013-12-06,F,Active
DP000514701,EE0005147,Omar,Johnson,Domestic Partner,2000-10-15,M,Active
DP000514702,EE0005147,Sophia,Johnson,Child,2018-09-09,F,Active
DP000514801,EE0005148,Jasmine,Chen,Spouse,2000-04-11,M,Active
DP000515001,EE0005150,Priya,Martinez,Child,2025-01-09,F,Active
DP000515002,EE0005150,Omar,Martinez,Child,2023-09-06,M,Active
DP000515201,EE0005152,Kevin,Williams,Domestic Partner,1976-05-13,F,Active
DP000515202,EE0005152,Elena,Williams,Child,2001-02-19,M,Active
DP000515701,EE0005157,Elena,Lewis,Domestic Partner,1978-10-13,M,Active
DP000515702,EE0005157,Naomi,Lewis,Child,2020-03-15,M,Active
DP000515901,EE0005159,Ethan,Garcia,Spouse,1974-05-09,M,Active
DP000516401,EE0005164,Isaiah,Johnson,Domestic Partner,1973-11-19,F,Active
DP000516601,EE0005166,Isaiah,Garcia,Domestic Partner,1978-03-29,F,Active
DP000516602,EE0005166,Victor,Garcia,Child,2014-10-22,F,Active
DP000516801,EE0005168,Nia,Williams,Spouse,1964-05-30,F,Active
DP000516802,EE0005168,Sophia,Williams,Child,2018-05-05,F,Active
DP000517001,EE0005170,Kevin,Campbell,Spouse,1984-06-18,F,Active
DP000517101,EE0005171,Grace,Walker,Child,2022-11-27,M,Active
DP000517201,EE0005172,Omar,Nguyen,Child,2023-09-17,M,Active
DP000517501,EE0005175,Luis,Smith,Domestic Partner,1977-12-12,M,Active
DP000517502,EE0005175,David,Smith,Child,2024-05-19,F,Active
DP000517701,EE0005177,Grace,Hernandez,Domestic Partner,2001-05-07,M,Active
DP000517702,EE0005177,Leah,Hernandez,Child,2025-04-22,M,Active
DP000518101,EE0005181,Andre,Taylor,Domestic Partner,2000-09-09,F,Active
DP000518401,EE0005184,Michael,Thomas,Domestic Partner,1980-10-28,M,Active
DP000518701,EE0005187,Olivia,Martinez,Child,2022-07-22,M,Active
DP000518801,EE0005188,Michael,Moore,Child,2013-07-19,M,Active
DP000518802,EE0005188,Michael,Moore,Child,2006-05-11,F,Active
DP000519001,EE0005190,Leah,Kim,Child,2009-01-20,F,Active
DP000519002,EE0005190,David,Kim,Child,2014-01-04,M,Active
DP000519003,EE0005190,Isaiah,Kim,Child,2025-06-09,M,Active
DP000519101,EE0005191,Andre,Nguyen,Domestic Partner,1993-07-22,F,Active
DP000519102,EE0005191,Zoe,Nguyen,Child,2014-05-19,F,Active
DP000519201,EE0005192,Nia,Bennett,Spouse,1975-07-14,F,Active
DP000519701,EE0005197,Omar,Davis,Spouse,1968-04-22,F,Active
DP000519801,EE0005198,Victor,Thomas,Spouse,1969-02-16,M,Active
DP000520101,EE0005201,Leah,Nguyen,Spouse,2007-05-25,M,Active
DP000520102,EE0005201,Nia,Nguyen,Child,2023-02-21,F,Active
DP000520103,EE0005201,Nia,Nguyen,Child,2023-02-22,F,Active
DP000520301,EE0005203,Kevin,Miller,Child,2022-05-27,F,Active
DP000520302,EE0005203,Jordan,Miller,Child,2016-05-07,F,Active
DP000520303,EE0005203,Jasmine,Miller,Child,2023-02-11,M,Active
DP000520401,EE0005204,Kevin,Bennett,Child,2026-03-16,M,Active
DP000520402,EE0005204,Andre,Bennett,Child,2023-05-02,F,Active
DP000520501,EE0005205,Zoe,Martinez,Domestic Partner,1969-05-15,M,Active
DP000520502,EE0005205,Isaiah,Martinez,Child,2001-12-25,F,Active
DP000520601,EE0005206,Leah,Johnson,Domestic Partner,1974-10-29,M,Active
DP000520602,EE0005206,Carlos,Johnson,Child,2023-11-11,M,Active
DP000520603,EE0005206,Victor,Johnson,Child,2021-06-05,M,Active
DP000520701,EE0005207,Fatima,Brown,Domestic Partner,1981-12-22,F,Active
DP000520702,EE0005207,Maya,Brown,Child,2008-05-03,M,Active
DP000521201,EE0005212,Nia,Bennett,Spouse,1977-04-07,M,Active
DP000521202,EE0005212,Priya,Bennett,Child,2009-09-21,M,Active
DP000521301,EE0005213,Victor,Miller,Spouse,2000-03-24,F,Active
DP000521401,EE0005214,Samuel,Garcia,Spouse,1969-09-28,M,Active
DP000521801,EE0005218,Omar,Taylor,Child,2022-10-23,M,Active
DP000521901,EE0005219,Amara,Bennett,Domestic Partner,1979-07-25,M,Active
DP000521902,EE0005219,Fatima,Bennett,Child,2025-10-20,M,Active
DP000522101,EE0005221,Elena,Lewis,Child,2022-03-09,F,Active
DP000522201,EE0005222,Jasmine,Thomas,Child,2019-11-25,M,Active
DP000522401,EE0005224,Nia,Adams,Domestic Partner,1982-08-15,F,Active
DP000523001,EE0005230,Omar,Brown,Child,2006-05-30,M,Active
DP000523101,EE0005231,Omar,Patel,Child,2018-03-17,M,Active
DP000523102,EE0005231,Kevin,Patel,Child,2017-05-06,M,Active
DP000523301,EE0005233,Michael,Garcia,Child,2019-01-08,M,Active
DP000523302,EE0005233,Andre,Garcia,Child,2015-02-10,M,Active
DP000523303,EE0005233,Fatima,Garcia,Child,2010-03-07,M,Active
DP000523801,EE0005238,Aaliyah,Moore,Domestic Partner,1995-08-02,F,Active
DP000523802,EE0005238,Angela,Moore,Child,2022-07-01,F,Active
DP000524001,EE0005240,Jordan,Williams,Spouse,1967-11-24,F,Active
DP000524201,EE0005242,Naomi,Davis,Domestic Partner,1997-03-13,M,Active
DP000524202,EE0005242,Andre,Davis,Child,2024-03-16,M,Active
DP000524401,EE0005244,Leah,Brown,Spouse,1984-03-26,F,Active
DP000524501,EE0005245,Grace,Hernandez,Spouse,2006-11-12,M,Active
DP000524502,EE0005245,Kevin,Hernandez,Child,2021-02-05,F,Active
DP000524503,EE0005245,Samuel,Hernandez,Child,2026-06-03,M,Active
DP000524801,EE0005248,Victor,Garcia,Spouse,2001-02-01,F,Active
DP000524802,EE0005248,Samuel,Garcia,Child,2017-07-13,F,Active
DP000524803,EE0005248,Omar,Garcia,Child,2026-01-19,M,Active
DP000524901,EE0005249,Olivia,Adams,Domestic Partner,1967-01-25,M,Active
DP000524902,EE0005249,David,Adams,Child,2023-09-24,F,Active
DP000525101,EE0005251,Omar,Moore,Spouse,1984-05-29,M,Active
DP000525501,EE0005255,Naomi,Thomas,Spouse,1995-01-02,M,Active
DP000525502,EE0005255,Amara,Thomas,Child,2013-10-30,F,Active
DP000525601,EE0005256,Fatima,Robinson,Child,2024-03-03,M,Active
DP000526201,EE0005262,Elena,Moore,Child,2018-12-01,F,Active
DP000526202,EE0005262,Angela,Moore,Child,2021-02-22,F,Active
DP000526301,EE0005263,Isaiah,Patel,Child,2001-05-11,F,Active
DP000526401,EE0005264,Malik,Patel,Domestic Partner,1968-08-24,F,Active
DP000526501,EE0005265,Omar,Adams,Domestic Partner,1999-03-27,F,Active
DP000526502,EE0005265,Grace,Adams,Child,2015-08-19,M,Active
DP000526503,EE0005265,Samuel,Adams,Child,2015-07-04,M,Active
DP000526701,EE0005267,Daniel,Robinson,Child,2000-02-01,F,Active
DP000527001,EE0005270,Victor,Brown,Child,2023-12-25,M,Active
DP000527101,EE0005271,Chiamaka,Ibrahim,Child,2024-06-28,F,Active
DP000527102,EE0005271,Angela,Ibrahim,Child,2024-05-02,F,Active
DP000527201,EE0005272,Angela,Lewis,Domestic Partner,1988-01-15,F,Active
DP000527202,EE0005272,Zoe,Lewis,Child,2013-10-04,F,Active
DP000527301,EE0005273,Leah,Hernandez,Child,2021-08-30,F,Active
DP000527302,EE0005273,Priya,Hernandez,Child,2001-08-09,F,Active
DP000527401,EE0005274,Omar,Martinez,Child,2021-04-15,M,Active
DP000527601,EE0005276,Priya,Taylor,Spouse,1990-10-07,F,Active
DP000527602,EE0005276,Andre,Taylor,Child,2015-01-16,M,Active
DP000527603,EE0005276,Chiamaka,Taylor,Child,2006-07-01,M,Active
DP000527701,EE0005277,Carlos,Patel,Child,2022-09-22,F,Active
DP000528001,EE0005280,Amara,Moore,Child,2012-04-18,F,Active
DP000528201,EE0005282,Elena,Williams,Domestic Partner,1974-08-15,M,Active
DP000528501,EE0005285,Naomi,Nguyen,Child,2022-07-31,M,Active
DP000528601,EE0005286,Samuel,Lewis,Child,2024-05-14,M,Active
DP000528602,EE0005286,Jasmine,Lewis,Child,2025-10-15,M,Active
DP000528701,EE0005287,Olivia,Okafor,Spouse,2002-09-12,M,Active
DP000528702,EE0005287,Luis,Okafor,Child,2016-02-25,F,Active
DP000528703,EE0005287,Chiamaka,Okafor,Child,2020-01-27,F,Active
DP000528801,EE0005288,Olivia,Ibrahim,Domestic Partner,1998-12-08,F,Active
DP000529001,EE0005290,Jasmine,Johnson,Child,2012-04-26,F,Active
DP000529002,EE0005290,Priya,Johnson,Child,2005-05-13,F,Active
DP000529003,EE0005290,Omar,Johnson,Child,2004-04-05,F,Active
DP000529301,EE0005293,David,Brown,Child,2008-02-19,F,Active
DP000529601,EE0005296,Naomi,Bennett,Spouse,1997-11-07,M,Active
DP000529701,EE0005297,Victor,Walker,Domestic Partner,1969-01-30,F,Active
DP000529702,EE0005297,Jordan,Walker,Child,2021-01-01,F,Active
DP000529703,EE0005297,Victor,Walker,Child,2008-07-22,F,Active
DP000529801,EE0005298,Noah,Robinson,Domestic Partner,1966-07-10,F,Active
DP000529901,EE0005299,Fatima,Johnson,Child,2015-12-05,F,Active
DP000529902,EE0005299,Fatima,Johnson,Child,2020-11-13,M,Active
DP000530301,EE0005303,Maya,Patel,Child,2016-12-06,F,Active
DP000530302,EE0005303,Omar,Patel,Child,2019-04-24,M,Active
DP000530401,EE0005304,Olivia,Robinson,Child,2015-09-12,M,Active
DP000530402,EE0005304,Ethan,Robinson,Child,2022-08-31,M,Active
DP000530701,EE0005307,Amara,Bennett,Child,2025-10-02,F,Active
DP000530702,EE0005307,Isaiah,Bennett,Child,2014-07-24,M,Active
DP000530801,EE0005308,Fatima,Garcia,Domestic Partner,1966-09-01,M,Active
DP000530802,EE0005308,Omar,Garcia,Child,2022-05-24,F,Active
DP000531101,EE0005311,Ethan,Nguyen,Domestic Partner,1977-01-06,M,Active
DP000531501,EE0005315,Nia,Garcia,Child,2018-03-06,M,Active
DP000531801,EE0005318,Fatima,Okafor,Child,2002-04-09,F,Active
DP000531802,EE0005318,Priya,Okafor,Child,2008-05-18,M,Active
DP000532001,EE0005320,Daniel,Kim,Spouse,1995-11-24,M,Active
DP000532002,EE0005320,Noah,Kim,Child,2014-07-22,M,Active
DP000532101,EE0005321,Sophia,Miller,Child,2026-06-19,M,Active
DP000532301,EE0005323,Luis,Martinez,Child,2022-12-21,M,Active
DP000532701,EE0005327,Michael,Thomas,Child,2021-07-16,M,Active
DP000532702,EE0005327,Andre,Thomas,Child,2019-12-15,F,Active
DP000532801,EE0005328,Sophia,Adams,Child,2019-01-20,F,Active
DP000533301,EE0005333,Victor,Campbell,Child,2026-01-29,M,Active
DP000533801,EE0005338,Olivia,Bennett,Spouse,2006-03-02,M,Active
DP000533901,EE0005339,Chiamaka,Hernandez,Child,2014-09-12,F,Active
DP000534101,EE0005341,Angela,Kim,Spouse,2003-06-08,M,Active
DP000534102,EE0005341,Michael,Kim,Child,2017-10-17,F,Active
DP000534103,EE0005341,Elena,Kim,Child,2022-02-20,F,Active
DP000534201,EE0005342,Grace,Miller,Child,2019-02-05,F,Active
DP000534301,EE0005343,Aaliyah,Lewis,Child,2020-01-28,F,Active
DP000534302,EE0005343,Amara,Lewis,Child,2020-04-06,M,Active
DP000534401,EE0005344,Jasmine,Williams,Spouse,1999-09-07,F,Active
DP000534402,EE0005344,Daniel,Williams,Child,2021-02-15,M,Active
DP000535201,EE0005352,Priya,Davis,Domestic Partner,1976-03-15,M,Active
DP000535501,EE0005355,Aaliyah,Wilson,Domestic Partner,1986-08-24,M,Active
DP000535502,EE0005355,Priya,Wilson,Child,2011-01-25,F,Active
DP000535601,EE0005356,Grace,Thomas,Domestic Partner,1981-06-18,M,Active
DP000535602,EE0005356,Jasmine,Thomas,Child,2007-06-05,M,Active
DP000535701,EE0005357,Ethan,Davis,Child,2022-09-13,F,Active
DP000535702,EE0005357,Samuel,Davis,Child,2011-11-09,M,Active
DP000535703,EE0005357,Angela,Davis,Child,2019-10-26,F,Active
DP000535801,EE0005358,Jasmine,Bennett,Domestic Partner,1972-10-16,F,Active
DP000535802,EE0005358,Maya,Bennett,Child,2015-07-12,F,Active
DP000536001,EE0005360,Angela,Okafor,Child,2016-01-15,M,Active
DP000536002,EE0005360,Amara,Okafor,Child,2015-12-18,M,Active
DP000536201,EE0005362,Chiamaka,Mensah,Domestic Partner,2006-07-08,M,Active
DP000536202,EE0005362,Fatima,Mensah,Child,2018-11-11,M,Active
DP000536401,EE0005364,Omar,Smith,Child,2013-07-11,F,Active
DP000536402,EE0005364,Zoe,Smith,Child,2013-11-03,F,Active
DP000536501,EE0005365,Jordan,Smith,Domestic Partner,1981-07-08,F,Active
DP000536701,EE0005367,Luis,Moore,Child,2021-10-08,M,Active
DP000536702,EE0005367,Zoe,Moore,Child,2016-06-24,M,Active
DP000536901,EE0005369,Omar,Bennett,Spouse,1993-09-17,M,Active
DP000537101,EE0005371,Samuel,Robinson,Spouse,2002-03-12,M,Active
DP000537102,EE0005371,Elena,Robinson,Child,2017-06-09,M,Active
DP000537401,EE0005374,Leah,Thomas,Domestic Partner,1968-09-22,M,Active
DP000537402,EE0005374,Daniel,Thomas,Child,2024-07-04,F,Active
DP000537501,EE0005375,Aaliyah,Nguyen,Spouse,1994-06-15,F,Active
DP000537601,EE0005376,Noah,Adams,Domestic Partner,1979-04-21,M,Active
DP000537602,EE0005376,Elena,Adams,Child,2016-02-04,M,Active
DP000537701,EE0005377,David,Bennett,Child,2025-10-05,F,Active
DP000537801,EE0005378,Ethan,Martinez,Spouse,1996-11-19,M,Active
DP000537802,EE0005378,Priya,Martinez,Child,2025-09-12,M,Active
DP000537901,EE0005379,Daniel,Williams,Spouse,2000-11-22,F,Active
DP000538101,EE0005381,Malik,Wilson,Child,2017-09-07,F,Active
DP000538401,EE0005384,Michael,Johnson,Child,2015-01-25,M,Active
DP000538402,EE0005384,Malik,Johnson,Child,2022-06-14,F,Active
DP000538501,EE0005385,Grace,Davis,Spouse,2005-12-31,M,Active
DP000538502,EE0005385,Daniel,Davis,Child,2023-11-16,F,Active
DP000538503,EE0005385,Chiamaka,Davis,Child,2021-12-26,M,Active
DP000538601,EE0005386,Noah,Mensah,Domestic Partner,2003-12-17,F,Active
DP000538701,EE0005387,Kevin,Martinez,Child,2024-10-15,M,Active
DP000538702,EE0005387,Michael,Martinez,Child,2023-10-25,F,Active
DP000538801,EE0005388,Ethan,Walker,Spouse,1992-04-20,F,Active
DP000539001,EE0005390,Kevin,Smith,Domestic Partner,2000-01-01,M,Active
DP000539002,EE0005390,Grace,Smith,Child,2019-07-04,M,Active
DP000539301,EE0005393,Olivia,Walker,Child,2009-06-04,F,Active
DP000539601,EE0005396,Nia,Martinez,Domestic Partner,1984-11-29,F,Active
DP000539901,EE0005399,Naomi,Davis,Child,2017-11-25,F,Active
DP000539902,EE0005399,Zoe,Davis,Child,2023-09-16,M,Active
DP000540401,EE0005404,Grace,Adeyemi,Child,2022-11-04,M,Active
DP000540402,EE0005404,Jasmine,Adeyemi,Child,2026-04-02,F,Active
DP000540403,EE0005404,Aaliyah,Adeyemi,Child,2017-04-09,M,Active
DP000540501,EE0005405,Luis,Garcia,Child,2000-12-04,M,Active
DP000540502,EE0005405,Jordan,Garcia,Child,2014-05-20,M,Active
DP000540801,EE0005408,Priya,Miller,Child,2024-08-22,F,Active
DP000540802,EE0005408,Daniel,Miller,Child,2025-04-22,F,Active
DP000540901,EE0005409,Priya,Chen,Spouse,1977-06-10,M,Active
DP000540902,EE0005409,Sophia,Chen,Child,2001-06-08,M,Active
DP000540903,EE0005409,Leah,Chen,Child,2020-11-23,F,Active
DP000541001,EE0005410,Isaiah,Robinson,Domestic Partner,1982-01-22,M,Active
DP000541201,EE0005412,Samuel,Okafor,Spouse,2000-06-05,F,Active
DP000541202,EE0005412,Elena,Okafor,Child,2026-04-05,F,Active
DP000541301,EE0005413,Samuel,Miller,Child,2020-02-02,F,Active
DP000541501,EE0005415,Andre,Hernandez,Child,2005-09-08,F,Active
DP000541502,EE0005415,Omar,Hernandez,Child,2006-07-20,F,Active
DP000541601,EE0005416,Fatima,Miller,Spouse,1994-02-18,F,Active
DP000541901,EE0005419,Zoe,Robinson,Domestic Partner,1994-11-25,F,Active
DP000541902,EE0005419,Ethan,Robinson,Child,2015-07-18,F,Active
DP000542001,EE0005420,Victor,Chen,Child,2019-04-27,M,Active
DP000542301,EE0005423,David,Lewis,Child,2016-09-18,M,Active
DP000542302,EE0005423,Isaiah,Lewis,Child,2010-03-18,F,Active
DP000542401,EE0005424,Amara,Patel,Domestic Partner,1975-07-22,M,Active
DP000542402,EE0005424,Jasmine,Patel,Child,2006-06-11,F,Active
DP000542901,EE0005429,Zoe,Walker,Domestic Partner,1961-07-27,M,Active
DP000542902,EE0005429,Andre,Walker,Child,2020-08-28,F,Active
DP000542903,EE0005429,Sophia,Walker,Child,2000-11-30,M,Active
DP000543101,EE0005431,Nia,Johnson,Child,2014-12-02,F,Active
DP000543701,EE0005437,Daniel,Okafor,Child,2024-06-10,F,Active
DP000544001,EE0005440,David,Taylor,Spouse,1975-03-13,M,Active
DP000544002,EE0005440,Isaiah,Taylor,Child,2016-12-28,F,Active
DP000544401,EE0005444,Chiamaka,Williams,Child,2010-08-24,F,Active
DP000544402,EE0005444,Kevin,Williams,Child,2009-09-18,M,Active
DP000544403,EE0005444,Sophia,Williams,Child,2025-04-23,M,Active
DP000544501,EE0005445,Priya,Davis,Child,2014-03-25,F,Active
DP000544601,EE0005446,Noah,Williams,Child,2006-12-01,M,Active
DP000544602,EE0005446,Jasmine,Williams,Child,2017-07-23,M,Active
DP000545101,EE0005451,Fatima,Walker,Domestic Partner,1968-07-13,M,Active
